Name,Price,Car_Age,Fuel_Type_Petrol,Transmission_Manual,Engine,KMs_Driven,Engine_Liters
Hyundai i10 Sportz 1.2 AT,3.65,12,True,False,1197,54534,1.197
Skoda Laura Ambiente 2.0 TDI CR MT,3.65,14,False,True,1968,85000,1.968
Maruti Ritz LDi,3.65,9,False,True,1248,120000,1.248
Honda Amaze S i-Dtech,3.65,12,False,True,1498,89429,1.498
Volkswagen Polo Diesel Comfortline 1.2L,3.65,13,False,True,1199,78500,1.199
Hyundai i20 Magna Optional 1.4 CRDi,3.65,12,False,True,1396,64500,1.396
Hyundai i20 1.2 Magna,3.65,15,True,True,1197,52000,1.197
Volkswagen Vento Diesel Trendline,3.65,14,False,True,1598,108626,1.598
Hyundai i20 1.2 Asta,3.65,12,True,True,1197,71000,1.197
Hyundai i10 Magna,3.65,14,True,True,1197,50436,1.197
Skoda Rapid 1.6 TDI Active,3.65,12,False,True,1598,45000,1.598
Maruti Swift Dzire VDi,3.65,15,False,True,1248,130000,1.248
Toyota Qualis FS B3,3.65,23,False,True,2446,63000,2.446
Hyundai EON Sportz,3.65,8,True,True,814,31829,0.814
Maruti Ritz VDi,3.65,13,False,True,1248,64290,1.248
Hyundai i20 1.4 Asta Optional With Sunroof,3.65,15,False,True,1396,77332,1.396
Hyundai i20 Sportz 1.2,3.65,12,True,True,1197,92408,1.197
Honda Brio V MT,3.65,13,True,True,1198,45000,1.198
Skoda Rapid 1.6 TDI Ambition,3.65,13,False,True,1598,180000,1.598
Maruti Alto K10 2010-2014 VXI,3.64,11,True,True,998,36967,0.998
Chevrolet Beat Diesel LT,3.63,12,False,True,936,75421,0.936
Maruti Alto K10 VXI,3.63,7,True,True,998,46805,0.998
Ford Figo Petrol ZXI,3.62,13,True,True,1196,75464,1.196
Maruti Eeco 7 Seater Standard,3.61,13,True,True,1196,56661,1.196
Hyundai i20 1.2 Magna,3.61,14,True,True,1197,63991,1.197
Hyundai EON Sportz,3.61,8,True,True,814,46897,0.814
Maruti Wagon R VXI,3.6,12,True,True,998,67263,0.998
Renault KWID 1.0 RXL,3.6,8,True,True,999,31056,0.999
Tata New Safari DICOR 2.2 EX 4x4,3.6,18,False,True,2179,103000,2.179
Mahindra Scorpio LX 2.6 Turbo,3.6,17,False,True,2609,131000,2.609
Maruti Wagon R VXI,3.6,9,True,True,998,16956,0.998
Hyundai Grand i10 Sportz,3.6,10,True,True,1197,54000,1.197
Maruti Ritz VDi,3.6,13,False,True,1248,96000,1.248
Datsun redi-GO T Option,3.6,7,True,True,799,6279,0.799
Honda City 1.5 S MT,3.6,14,True,True,1497,68000,1.497
Maruti Ritz LDi,3.6,11,False,True,1248,32805,1.248
Volkswagen Polo 1.5 TDI Highline,3.6,13,False,True,1498,68038,1.498
Maruti Swift VXI BSIV,3.6,11,True,True,1197,42000,1.197
Hyundai i10 Sportz,3.6,9,True,True,1197,7000,1.197
Maruti Celerio ZDi,3.6,10,False,True,793,42000,0.793
Maruti Celerio ZDi,3.6,10,False,True,793,42150,0.793
Maruti Swift Dzire VDI,3.6,10,False,True,1248,131000,1.248
Maruti Swift Vdi BSIII,3.6,15,False,True,1248,86000,1.248
Hyundai Xcent 1.2 Kappa SX,3.6,9,True,True,1197,32000,1.197
Volkswagen Polo Petrol Trendline 1.2L,3.6,14,True,True,1198,66000,1.198
Volkswagen Polo Diesel Comfortline 1.2L,3.6,13,False,True,1199,45000,1.199
Maruti Alto K10 VXI,3.6,7,True,True,998,2100,0.998
Tata Nano XTA,3.6,9,True,False,624,5240,0.624
Tata Tiago 1.2 Revotron XT,3.6,9,True,True,1199,42700,1.199
Maruti Wagon R LXI Optional,3.6,9,True,True,998,4800,0.998
Nissan Micra Diesel XV,3.6,14,False,True,1461,86732,1.461
Maruti Alto 800 2016-2019 VXI,3.6,6,True,True,796,171,0.796
Honda City 1.5 E MT,3.6,16,True,True,1497,86863,1.497
Maruti Ritz AT,3.6,13,True,False,1197,57788,1.197
Skoda Octavia Ambiente 1.9 TDI MT,3.59,14,False,True,1896,75378,1.896
Hyundai i10 Sportz 1.1L,3.59,9,True,True,1086,7200,1.086
Volkswagen Vento 1.6 Comfortline,3.59,13,True,True,1598,60818,1.598
Maruti Swift Dzire VXI,3.59,11,True,True,1197,33485,1.197
Maruti Omni MPI STD BSIV,3.58,8,True,True,796,15473,0.796
Honda City 1.5 V AT,3.57,16,True,False,1497,78442,1.497
Honda City i-VTEC S,3.57,15,True,True,1497,76752,1.497
Ford Figo Diesel ZXI,3.56,10,False,True,1399,92885,1.399
Hyundai i20 Sportz 1.4 CRDi,3.55,12,False,True,1396,25500,1.396
Honda Brio S MT,3.55,11,True,True,1198,22100,1.198
Hyundai i20 1.2 Sportz,3.55,15,True,True,1197,85155,1.197
Toyota Etios Liva V,3.55,12,True,True,1197,8950,1.197
Hyundai i10 Magna 1.1,3.55,10,True,True,1086,31965,1.086
Maruti Ritz VDi,3.55,13,False,True,1248,146824,1.248
Ford Figo Petrol ZXI,3.55,12,True,True,1196,38000,1.196
Hyundai i10 Magna,3.55,10,True,True,1197,43571,1.197
Honda City 1.5 V AT,3.55,15,True,False,1497,62000,1.497
Toyota Corolla 1.8 J,3.55,14,True,True,1798,67422,1.798
Hyundai i10 Sportz Option,3.55,12,True,True,1197,45000,1.197
Maruti Swift ZDI,3.55,13,False,True,1248,52000,1.248
Maruti Swift VDI BSIV,3.55,10,False,True,1248,45000,1.248
Maruti Swift Dzire VXI,3.55,12,True,True,1197,40000,1.197
Hyundai EON D Lite Plus,3.55,9,True,True,814,27904,0.814
Hyundai Xcent 1.2 CRDi E Plus,3.55,8,False,True,1186,69000,1.186
Nissan Micra Diesel XV Premium,3.55,12,False,True,1461,60000,1.461
Hyundai Grand i10 Asta,3.55,12,True,True,1197,90000,1.197
Tata Manza Aqua Quadrajet BS IV,3.54,11,False,True,1248,50446,1.248
Maruti SX4 ZDI,3.53,13,False,True,1248,77407,1.248
Maruti Wagon R LXI BS IV,3.52,10,True,True,998,43828,0.998
Maruti Ritz VDi,3.52,13,False,True,1248,23598,1.248
Honda Brio S MT,3.51,11,True,True,1198,74325,1.198
Maruti Alto 800 LXI,3.51,8,True,True,796,54250,0.796
Maruti SX4 Zxi with Leather BSIII,3.51,17,True,True,1586,77325,1.586
Tata Indica Vista Quadrajet 90 ZX Plus,3.5,13,False,True,1248,27000,1.248
Honda City 1.3 EXI S,3.5,14,True,True,1343,100000,1.343
Tata New Safari DICOR 2.2 EX 4x2,3.5,14,False,True,2179,77000,2.179
Honda Amaze S i-Dtech,3.5,11,False,True,1498,52000,1.498
Maruti Alto K10 VXI AGS,3.5,10,True,False,998,25000,0.998
Honda City 1.5 V MT,3.5,16,True,True,1497,138000,1.497
Honda Amaze VX i-DTEC,3.5,11,False,True,1498,64000,1.498
Honda City V MT AVN,3.5,13,True,True,1497,89000,1.497
Maruti Wagon R LXI BS IV,3.5,10,True,True,998,13008,0.998
Toyota Etios Liva G,3.5,11,True,True,1197,80102,1.197
Ford Figo Diesel Titanium,3.5,12,False,True,1399,90200,1.399
Ford Figo Diesel ZXI,3.5,13,False,True,1399,110438,1.399
Maruti Swift VDI,3.5,11,False,True,1248,35010,1.248
Chevrolet Cruze LTZ AT,3.5,16,False,False,1991,73204,1.991
Volkswagen Polo 1.5 TDI Highline,3.5,12,False,True,1498,65000,1.498
Maruti Alto 800 2016-2019 LXI Optional,3.5,6,True,True,796,3000,0.796
Hyundai Verna CRDi ABS,3.5,16,False,True,1493,160000,1.493
Toyota Corolla Altis G,3.5,17,True,True,1798,86000,1.798
Volkswagen Vento Diesel Comfortline,3.5,13,False,True,1598,75000,1.598
Renault Fluence 1.5,3.5,13,False,True,1461,56000,1.461
Renault KWID RXT,3.5,9,True,True,799,20229,0.799
Volkswagen Polo Diesel Trendline 1.2L,3.5,13,False,True,1199,65634,1.199
Ford Fiesta Titanium 1.5 TDCi,3.5,12,False,True,1498,96000,1.498
Hyundai Grand i10 CRDi Magna,3.5,11,False,True,1120,42000,1.12
Hyundai i10 Sportz AT,3.5,13,True,False,1197,58000,1.197
Volkswagen Passat 1.8 TSI MT,3.5,15,True,True,1798,60000,1.798
Hyundai i20 Sportz Option,3.5,12,True,True,1197,48454,1.197
Volkswagen Polo Diesel Comfortline 1.2L,3.5,12,False,True,1199,62000,1.199
Renault KWID RXT Optional,3.5,7,True,True,799,5000,0.799
Maruti Alto K10 VXI,3.5,9,True,True,998,10000,0.998
Ford Fiesta Diesel Style,3.5,12,False,True,1498,177000,1.498
Maruti Ritz VDi,3.5,15,False,True,1248,110471,1.248
Honda Amaze S i-Dtech,3.5,11,False,True,1498,66000,1.498
Maruti Swift Dzire VDi,3.5,16,False,True,1248,88096,1.248
Mahindra Xylo D2 BSIV,3.5,12,False,True,2489,234000,2.489
Nissan Sunny 2011-2014 Diesel XL,3.5,13,False,True,1461,150000,1.461
Maruti Celerio VXI,3.5,9,True,True,998,25562,0.998
Hyundai i20 1.2 Sportz,3.5,13,True,True,1197,71172,1.197
Chevrolet Captiva LT,3.5,16,False,True,1991,232000,1.991
Renault KWID RXT,3.5,8,True,True,799,24000,0.799
Skoda Rapid Leisure 1.6 TDI MT,3.5,13,False,True,1598,55000,1.598
Chevrolet Sail Hatchback 1.2 LS,3.5,11,True,True,1199,9500,1.199
Maruti SX4 ZDI,3.5,14,False,True,1248,80000,1.248
Maruti Swift Dzire VDi,3.5,14,False,True,1248,110000,1.248
Honda City 1.5 V MT,3.5,15,True,True,1497,80302,1.497
Maruti Swift Dzire Tour LDI,3.5,9,False,True,1248,100000,1.248
Maruti Wagon R VXI 1.2,3.5,10,True,True,1197,64876,1.197
Maruti Ritz VXi,3.5,11,True,True,1197,25000,1.197
Hyundai Xcent 1.2 Kappa S,3.5,9,True,True,1197,146000,1.197
Honda Accord 2.4 MT,3.5,15,True,True,2354,47000,2.354
Honda City 1.5 V MT,3.5,16,True,True,1497,122000,1.497
Nissan Sunny 2011-2014 Diesel XV,3.5,13,False,True,1461,52000,1.461
Mahindra Bolero ZLX,3.5,9,False,True,2523,40448,2.523
Toyota Qualis FS B2,3.5,21,False,True,2446,77757,2.446
Hyundai Xcent 1.2 CRDi S,3.5,9,False,True,1186,50000,1.186
Nissan Micra Active XV S,3.5,10,True,True,1198,28500,1.198
Honda Brio S MT,3.5,12,True,True,1198,53959,1.198
Tata Xenon XT EX 4X2,3.5,11,False,True,2179,85000,2.179
Tata New Safari 4X4 EX,3.5,18,False,True,2179,120203,2.179
Hyundai i10 Sportz 1.2,3.5,14,True,True,1197,84912,1.197
Maruti Celerio LDi,3.5,9,False,True,793,80219,0.793
Hyundai EON Magna Plus,3.5,8,True,True,814,12000,0.814
Maruti Wagon R VXI BS IV,3.5,9,True,True,998,12501,0.998
Tata Indica Vista Aqua 1.3 Quadrajet,3.5,11,False,True,1248,133944,1.248
Honda City 1.5 V MT,3.5,15,True,True,1497,87430,1.497
Maruti Celerio VXI AMT,3.5,10,True,False,998,55000,0.998
Volkswagen Polo Petrol Highline 1.2L,3.5,14,True,True,1198,20000,1.198
Hyundai EON Era Plus,3.5,8,True,True,814,52000,0.814
Hyundai Grand i10 CRDi Sportz,3.5,11,False,True,1120,43068,1.12
Honda Accord VTi-L AT,3.5,16,True,False,2354,65462,2.354
Hyundai Grand i10 Asta,3.5,11,True,True,1197,37000,1.197
Hyundai Xcent 1.1 CRDi S,3.5,9,False,True,1120,80000,1.12
Maruti Swift LDI,3.5,12,False,True,1248,70000,1.248
Hyundai Xcent 1.2 Kappa S Option,3.5,10,True,True,1197,39871,1.197
Honda Amaze SX i-DTEC,3.5,10,False,True,1498,30000,1.498
Hyundai Verna Transform CRDi VGT SX ABS,3.5,15,False,True,1493,120000,1.493
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,3.5,16,False,True,1896,85000,1.896
Nissan Micra Diesel XV,3.5,12,False,True,1461,86999,1.461
Honda Accord 2.4 Inspire M/T,3.5,16,True,True,2354,60000,2.354
Mahindra Quanto C6,3.49,12,False,True,1493,35000,1.493
Honda Brio S MT,3.49,12,True,True,1198,58581,1.198
Honda Brio VX AT,3.49,11,True,False,1198,39000,1.198
Maruti Celerio VXI AT,3.49,9,True,False,998,30000,0.998
Volkswagen Vento 1.6 Comfortline,3.49,11,True,True,1598,38000,1.598
Maruti A-Star AT Vxi Aktiv,3.49,12,True,False,998,60587,0.998
Hyundai Grand i10 CRDi Magna,3.49,11,False,True,1120,45000,1.12
Renault Fluence Diesel E4,3.49,13,False,True,1461,87510,1.461
Hyundai i10 Sportz 1.2 AT,3.48,13,True,False,1197,45178,1.197
Datsun redi-GO T Option,3.48,7,True,True,799,30953,0.799
Hyundai i20 Asta 1.4 CRDi (Diesel),3.48,15,False,True,1396,93401,1.396
Tata Nano XT,3.47,8,True,True,624,14149,0.624
Ford Figo Petrol ZXI,3.47,14,True,True,1196,51593,1.196
Ford Figo Diesel ZXI,3.47,11,False,True,1399,66000,1.399
Chevrolet Optra 1.6 LT Royale,3.47,12,True,True,1599,55176,1.599
Maruti Alto K10 VXI,3.46,10,True,True,998,23876,0.998
Renault KWID RXL,3.46,8,True,True,799,24214,0.799
Ford Figo Petrol ZXI,3.46,14,True,True,1196,51928,1.196
Hyundai i20 Magna 1.4 CRDi (Diesel),3.45,10,False,True,1396,45000,1.396
Honda City V MT Exclusive,3.45,14,True,True,1497,56000,1.497
Hyundai Grand i10 Asta,3.45,11,True,True,1197,37000,1.197
Maruti Swift Ldi BSIII,3.45,15,False,True,1248,84072,1.248
Hyundai EON Era Plus,3.45,10,True,True,814,43993,0.814
Hyundai Xcent 1.1 CRDi Base,3.45,8,False,True,1120,82000,1.12
Hyundai i10 Sportz 1.2,3.45,15,True,True,1197,29000,1.197
Mahindra Quanto C8,3.45,11,False,True,1493,58816,1.493
Hyundai i20 Sportz Petrol,3.45,14,True,True,1197,62020,1.197
Hyundai i20 Sportz Option Diesel,3.45,12,False,True,1396,67914,1.396
Hyundai i10 Sportz 1.2,3.45,12,True,True,1197,59000,1.197
Hyundai Xcent 1.2 Kappa S Option,3.45,11,True,True,1197,42000,1.197
Maruti Wagon R VXI,3.45,11,True,True,998,52000,0.998
Honda Amaze S i-Dtech,3.45,12,False,True,1498,57000,1.498
Hyundai i10 Asta AT,3.45,14,True,False,1197,64984,1.197
Hyundai Verna Transform SX VGT CRDi,3.45,15,False,True,1493,70002,1.493
Maruti A-Star AT VXI,3.45,12,True,False,998,56500,0.998
Mahindra Scorpio 2.6 SLX CRDe,3.45,19,False,True,2179,92000,2.179
Mitsubishi Pajero 2.8 GLX CRZ,3.45,21,False,True,2835,129000,2.835
Toyota Camry A/T,3.43,17,True,False,2362,80000,2.362
Hyundai i10 Magna 1.2,3.42,12,True,True,1197,46821,1.197
Hyundai EON D Lite Plus,3.42,10,True,True,814,31412,0.814
Hyundai EON Era Plus,3.42,8,True,True,814,8500,0.814
Maruti Wagon R VXI,3.41,11,True,True,998,38958,0.998
Toyota Corolla Altis 2008-2013 1.8 VL AT,3.41,17,True,False,1794,78000,1.794
Maruti Wagon R VXI,3.41,11,True,True,998,41994,0.998
Hyundai i10 Sportz AT,3.41,13,True,False,1197,37229,1.197
Tata Nano XTA,3.41,8,True,False,624,18351,0.624
Hyundai i10 Magna 1.1,3.41,11,True,True,1086,58472,1.086
Maruti Swift LXI BSIV,3.41,17,True,True,1197,50121,1.197
Maruti Celerio VXI,3.4,11,True,True,998,41123,0.998
Renault Pulse RxL,3.4,11,False,True,1461,48425,1.461
Hyundai i10 Sportz 1.2,3.4,10,True,True,1197,28000,1.197
Renault KWID RXT,3.4,9,True,True,799,48000,0.799
Hyundai i20 1.2 Magna,3.4,14,True,True,1197,37442,1.197
Hyundai i20 1.2 Era,3.4,10,True,True,1197,35000,1.197
Volkswagen Vento Petrol Highline AT,3.4,14,True,False,1598,42000,1.598
Volkswagen Vento Diesel Comfortline,3.4,13,False,True,1598,34000,1.598
Volkswagen Vento Diesel Highline,3.4,14,False,True,1598,51100,1.598
Hyundai Verna Transform SX VTVT,3.4,14,True,True,1599,61000,1.599
Renault KWID RXL,3.4,7,True,True,799,1000,0.799
Honda City 1.5 V MT,3.4,14,True,True,1497,90000,1.497
Maruti Ritz VDi,3.4,15,False,True,1248,79894,1.248
Volkswagen Vento 1.5 TDI Comfortline,3.4,13,False,True,1498,34000,1.498
Tata Manza ELAN Quadrajet BS IV,3.4,13,False,True,1248,73000,1.248
Maruti Alto K10 VXI AGS,3.4,9,True,False,998,57000,0.998
Hyundai EON D Lite Plus,3.39,11,True,True,814,45407,0.814
Maruti Ritz VDi,3.39,13,False,True,1248,85112,1.248
Hyundai i10 Era,3.39,12,True,True,1086,65807,1.086
Volkswagen Vento Petrol Highline,3.39,14,True,True,1598,57328,1.598
Maruti Celerio ZXI,3.38,11,True,True,998,21701,0.998
Hyundai i20 Asta,3.38,15,True,True,1197,30754,1.197
Hyundai i20 Sportz Diesel,3.37,14,False,True,1396,68439,1.396
Maruti Wagon R LXI,3.36,14,True,True,998,15466,0.998
Maruti Wagon R VXI BS IV with ABS,3.35,9,True,True,998,29930,0.998
Chevrolet Enjoy Petrol LS 7 Seater,3.35,11,True,True,1399,18000,1.399
Volkswagen Vento Petrol Highline AT,3.35,14,True,False,1598,45000,1.598
Volkswagen Vento Petrol Highline,3.35,14,True,True,1598,55893,1.598
Honda Civic 2010-2013 1.8 S MT,3.35,13,True,True,1799,92000,1.799
Honda Civic 2006-2010 1.8 V MT,3.35,15,True,True,1799,71088,1.799
Maruti Alto 800 2016-2019 LXI,3.35,7,True,True,796,11000,0.796
Maruti Wagon R VXI BS IV,3.35,10,True,True,998,25200,0.998
Honda City 1.5 V MT,3.35,14,True,True,1497,42086,1.497
Ford Figo Petrol ZXI,3.35,11,True,True,1196,21727,1.196
Chevrolet Optra Magnum 2.0 LT,3.34,14,False,True,1991,75372,1.991
Volkswagen Vento Petrol Highline,3.33,14,True,True,1598,54211,1.598
Hyundai i10 Magna AT,3.32,15,True,False,1197,30566,1.197
Volkswagen Polo Petrol Trendline 1.2L,3.32,14,True,True,1198,58752,1.198
Hyundai EON Era,3.32,12,True,True,814,65060,0.814
Hyundai Santro Xing GLS,3.32,13,True,True,1086,43337,1.086
Chevrolet Beat LT,3.32,9,True,True,1199,60813,1.199
Honda Brio E MT,3.31,12,True,True,1198,55116,1.198
Volkswagen Passat 2.0 PD DSG,3.31,18,False,False,1968,61932,1.968
Datsun redi-GO T Option,3.31,8,True,True,799,27509,0.799
Maruti Ritz VDi,3.3,15,False,True,1248,79324,1.248
Maruti Swift Dzire VDi,3.3,15,False,True,1248,71000,1.248
Honda Brio V MT,3.3,12,True,True,1198,53226,1.198
Chevrolet Spark 1.0 LS,3.3,11,True,True,995,36657,0.995
Skoda Superb 1.8 TSI MT,3.3,13,True,True,1798,282000,1.798
Fiat Grande Punto EVO 1.3 Active,3.3,11,False,True,1248,74500,1.248
Maruti Alto K10 VXI AGS,3.3,10,True,False,998,73204,0.998
Hyundai i20 Asta 1.2,3.3,14,True,True,1197,79152,1.197
Honda Amaze E i-Dtech,3.3,12,False,True,1498,45000,1.498
Hyundai i20 Magna,3.3,13,True,True,1197,54000,1.197
Maruti Wagon R LXI,3.3,13,True,True,998,30000,0.998
Maruti Swift Dzire VXi,3.3,15,True,True,1298,49900,1.298
Honda Amaze S Diesel,3.3,12,False,True,1498,46500,1.498
Tata Indica Vista TDI LS,3.3,11,False,True,1405,75000,1.405
Volkswagen Polo 1.2 MPI Comfortline,3.3,12,True,True,1198,63000,1.198
Hyundai i10 Era,3.3,14,True,True,1086,60634,1.086
Maruti Alto 800 2016-2019 VXI,3.3,8,True,True,796,2530,0.796
Mahindra Quanto C2,3.3,12,False,True,1493,80430,1.493
Nissan Micra Diesel XV,3.3,14,False,True,1461,123880,1.461
Toyota Corolla Altis G,3.3,16,True,True,1798,45000,1.798
Maruti Swift LXi BSIV,3.3,15,True,True,1197,71000,1.197
Ford Figo Diesel Titanium,3.3,13,False,True,1399,71558,1.399
Hyundai i20 1.2 Sportz,3.3,14,True,True,1197,41980,1.197
Maruti Swift Ldi BSIV,3.3,11,False,True,1248,53000,1.248
Renault KWID RXT,3.3,8,True,True,799,16542,0.799
Maruti Swift VXi BSIV,3.3,13,True,True,1197,61000,1.197
Volkswagen Polo Petrol Highline 1.6L,3.29,14,True,True,1598,70000,1.598
Honda City ZX GXi,3.29,16,True,True,1497,69690,1.497
Hyundai EON D Lite Plus,3.29,9,True,True,814,29832,0.814
Maruti Alto 800 LXI,3.28,8,True,True,796,27718,0.796
Honda Brio V MT,3.28,13,True,True,1198,65167,1.198
Maruti Ritz VDi,3.27,10,False,True,1248,65000,1.248
Maruti Alto 800 LXI,3.26,9,True,True,796,32227,0.796
Honda City 1.5 V MT,3.26,14,True,True,1497,48466,1.497
Honda City 1.5 S MT,3.25,14,True,True,1497,125000,1.497
Toyota Innova 2.5 G3,3.25,20,False,True,2494,65175,2.494
Honda Amaze S Diesel,3.25,12,False,True,1498,45000,1.498
Renault KWID RXT,3.25,9,True,True,799,41000,0.799
Honda Civic 2006-2010 1.8 V MT,3.25,17,True,True,1799,66000,1.799
Hyundai i20 1.2 Magna,3.25,15,True,True,1197,67714,1.197
Maruti Swift Dzire 1.2 Vxi BSIV,3.25,13,True,True,1197,83000,1.197
Skoda Laura 1.9 TDI MT Ambiente,3.25,15,False,True,1896,95000,1.896
Honda Amaze S i-Dtech,3.25,12,False,True,1498,39575,1.498
Honda City ZX CVT,3.25,18,True,False,1497,81000,1.497
Honda Brio VX,3.25,12,True,True,1198,45000,1.198
Hyundai i20 1.4 Asta (AT),3.25,16,True,False,1396,72000,1.396
Chevrolet Enjoy TCDi LS 8 Seater,3.25,12,False,True,1248,71000,1.248
Hyundai i20 1.2 Sportz Option,3.25,15,True,True,1197,61000,1.197
Datsun GO Plus T,3.25,9,True,True,1198,12800,1.198
Mahindra Scorpio DX 2.6 Turbo 8 Str,3.25,19,False,True,2609,89869,2.609
Maruti Ritz VXI,3.25,11,True,True,1197,33000,1.197
Maruti Ritz VXi,3.25,13,True,True,1197,29000,1.197
Hyundai Grand i10 CRDi SportZ Edition,3.25,11,False,True,1120,58000,1.12
Ford Figo Diesel Titanium,3.25,11,False,True,1399,54000,1.399
Hyundai i10 Sportz,3.25,15,True,True,1197,36000,1.197
Toyota Etios G,3.25,12,True,True,1496,42103,1.496
Maruti Wagon R LXI BS IV,3.25,11,True,True,998,65694,0.998
Honda Amaze S i-Vtech,3.25,12,True,True,1198,40000,1.198
Hyundai i20 1.2 Sportz Option,3.25,14,True,True,1197,32200,1.197
Hyundai i10 Sportz,3.25,11,True,True,1197,60000,1.197
Hyundai i20 1.2 Magna,3.25,14,True,True,1197,52359,1.197
Volkswagen Vento 1.5 TDI Trendline,3.25,14,False,True,1498,47000,1.498
Hyundai i20 Magna,3.25,13,True,True,1197,100000,1.197
Honda Brio S MT,3.25,13,True,True,1198,60000,1.198
Maruti Celerio VXI,3.25,11,True,True,998,48000,0.998
Maruti Swift Dzire Tour LDI,3.25,10,False,True,1248,130000,1.248
Renault KWID AMT RXL,3.25,8,True,False,999,12000,0.999
Honda Amaze SX i-DTEC,3.25,11,False,True,1498,36000,1.498
Skoda Superb 2.8 V6 AT,3.25,20,True,False,2771,13002,2.771
Toyota Etios G,3.25,11,True,True,1496,70000,1.496
Honda City i VTEC E,3.25,16,True,True,1497,52000,1.497
Honda Amaze S i-Dtech,3.25,12,False,True,1498,50000,1.498
Honda Brio V MT,3.25,12,True,True,1198,63107,1.198
Hyundai EON Era,3.25,9,True,True,814,30000,0.814
Maruti Alto K10 VXI,3.25,8,True,True,998,12000,0.998
Volkswagen Polo Diesel Comfortline 1.2L,3.25,11,False,True,1199,30000,1.199
Chevrolet Sail 1.2 LS,3.25,12,True,True,1199,48000,1.199
Ford Figo Diesel Titanium,3.25,11,False,True,1399,33000,1.399
Honda Brio V MT,3.25,13,True,True,1198,59000,1.198
Hyundai EON Magna Plus,3.25,11,True,True,814,37000,0.814
Skoda Fabia 1.2 MPI Ambiente Petrol,3.25,15,True,True,1198,78000,1.198
Toyota Etios GD,3.25,11,False,True,1364,45000,1.364
Ford Fiesta Classic 1.4 Duratorq CLXI,3.25,13,False,True,1399,63400,1.399
Hyundai i20 1.2 Sportz,3.25,14,True,True,1197,72000,1.197
Hyundai i20 Asta 1.4 CRDi,3.25,13,False,True,1396,33249,1.396
Honda Brio V MT,3.25,12,True,True,1198,50000,1.198
Skoda Superb 2.8 V6 AT,3.25,20,True,False,2771,13000,2.771
Ford Figo Diesel ZXI,3.25,11,False,True,1399,59327,1.399
Maruti Wagon R LXI,3.25,11,True,True,998,25422,0.998
Chevrolet Sail 1.2 LS,3.25,10,True,True,1199,41000,1.199
Nissan Micra XL,3.25,12,True,True,1198,30000,1.198
Volkswagen Polo Petrol Comfortline 1.2L,3.25,12,True,True,1198,75000,1.198
Hyundai Grand i10 Sportz,3.25,12,True,True,1197,28000,1.197
Honda City 1.5 E MT,3.25,16,True,True,1497,60000,1.497
Volkswagen Vento 1.6 Highline,3.25,14,True,True,1598,38000,1.598
Renault KWID 1.0 RXT Optional,3.25,8,True,True,999,63262,0.999
Volkswagen Polo Petrol Highline 1.2L,3.25,12,True,True,1198,65088,1.198
Honda City V MT,3.25,14,True,True,1497,84000,1.497
Volkswagen Polo Diesel Trendline 1.2L,3.25,12,False,True,1199,45000,1.199
Honda Brio S MT,3.24,12,True,True,1198,33000,1.198
Tata Nano XTA,3.23,8,True,False,624,32684,0.624
Maruti Alto K10 VXI,3.22,14,True,True,998,48624,0.998
Hyundai i10 Magna,3.22,13,True,True,1197,37333,1.197
Chevrolet Beat LS,3.21,14,True,True,1199,64831,1.199
Hyundai EON Era,3.21,8,True,True,814,8243,0.814
Chevrolet Optra Magnum 1.6 LT ABS BS3,3.21,13,True,True,1598,71787,1.598
Hyundai i10 Magna 1.1,3.2,12,True,True,1086,49000,1.086
Honda City 1.5 S AT,3.2,16,True,False,1497,72000,1.497
Renault KWID RXT,3.2,9,True,True,799,8554,0.799
Maruti Ritz VDi,3.2,15,False,True,1248,68000,1.248
Skoda Octavia Classic 1.9 TDI MT,3.2,19,False,True,1896,72000,1.896
Hyundai i20 1.2 Sportz,3.2,14,True,True,1197,54000,1.197
Hyundai i10 Sportz 1.2,3.2,14,True,True,1197,60000,1.197
Ford Figo Diesel EXI,3.2,15,False,True,1399,129986,1.399
Ford Fiesta 1.4 TDCi EXI,3.2,14,False,True,1399,85000,1.399
Hyundai i10 Sportz,3.2,13,True,True,1197,42591,1.197
Honda Brio S MT,3.2,11,True,True,1198,30000,1.198
Renault KWID RXT,3.2,9,True,True,799,73000,0.799
Toyota Etios G Safety,3.2,14,True,True,1496,36000,1.496
Maruti Wagon R LXI,3.2,13,True,True,998,52618,0.998
Maruti Swift Dzire 1.2 Lxi BSIV,3.2,14,True,True,1197,14000,1.197
Ford Figo Diesel ZXI,3.2,14,False,True,1399,30000,1.399
Maruti Swift ZDi,3.2,14,False,True,1248,120000,1.248
Honda Amaze S i-Dtech,3.2,12,False,True,1498,38755,1.498
Ford Figo Diesel ZXI,3.2,12,False,True,1399,51000,1.399
Hyundai Grand i10 Sportz,3.2,12,True,True,1197,29000,1.197
Honda Brio 1.2 VX MT,3.2,12,True,True,1198,33746,1.198
Hyundai i10 Sportz,3.2,13,True,True,1197,53000,1.197
Maruti Celerio VXI AMT,3.2,11,True,False,998,35214,0.998
Maruti Alto K10 VXI,3.2,9,True,True,998,51264,0.998
Maruti Wagon R LXI,3.2,10,True,True,998,51530,0.998
Maruti Ritz LXi,3.2,9,True,True,1197,62000,1.197
Renault KWID AMT RXL,3.2,8,True,False,999,33000,0.999
